record_id,plant_scientific_name,plant_common_name,plant_family,primary_alkaloid,primary_flavonoid,primary_terpenoid,primary_glycoside,alkaloid_pct,flavonoid_pct,terpenoid_pct,glycoside_pct,concentration_std,geographic_origin,latitude,longitude,altitude,collection_year,harvest_month,measurement_method,temperature,rainfall,soil_pH,soil_N,soil_P,soil_K,reference_pmid,reference_year
90,Curcuma longa,Turmeric,Zingiberaceae,Bisdemethoxycurcumin,Kaempferol,Zingiberene,Turmerin,4.1909,5.9383,2.489,1.2581,0.156,"Bhubaneswar, Odisha",20.1629,85.906,51.1,2016,10,GC-MS,24.5,1200.2,6.11,92.3,16.8,166.5,25252556,2014
91,Curcuma longa,Turmeric,Zingiberaceae,Curcumin,Kaempferol,ar-Turmerone,Turmerin,4.2067,7.0872,2.9272,1.3211,0.489,"Bhubaneswar, Odisha",19.5727,86.0652,81.8,2022,8,GC-MS,29.9,1698.3,6.04,91.9,25.6,194.7,25252197,2020
92,Curcuma longa,Turmeric,Zingiberaceae,Curcumin,Kaempferol,Zingiberene,Turmerin,3.4532,5.0572,2.1324,1.3462,0.439,"Bhubaneswar, Odisha",20.089,85.3155,103.2,2013,1,HPLC,20.4,736.1,6.19,89.6,26.1,238.3,25284544,2012
93,Curcuma longa,Turmeric,Zingiberaceae,Demethoxycurcumin,Kaempferol,Zingiberene,Turmerin,3.4979,3.1738,2.1172,1.3711,0.364,"Bhubaneswar, Odisha",19.9714,85.7347,10.0,2014,2,HPLC-MS,22.6,893.9,6.34,84.9,26.0,179.0,24977505,2014
94,Curcuma longa,Turmeric,Zingiberaceae,Curcumin,Kaempferol,ar-Turmerone,Turmerin,4.4885,6.307,2.2276,1.2793,0.357,"Bhubaneswar, Odisha",20.6198,85.6508,10.6,2013,8,UV-Vis Spectroscopy,31.7,1846.1,5.95,133.3,22.5,170.0,25233447,2011
95,Curcuma longa,Turmeric,Zingiberaceae,Demethoxycurcumin,Kaempferol,beta-Sesquiphellandrene,Turmerin,3.7064,5.2276,2.5271,1.4623,0.421,"Bhubaneswar, Odisha",19.4721,86.119,10.0,2020,3,HPLC-MS,23.8,1202.0,5.92,95.3,14.6,176.5,25367538,2020
96,Curcuma longa,Turmeric,Zingiberaceae,Curcumin,Quercetin,Zingiberene,Turmerin,4.2659,6.515,3.0492,1.1257,0.243,"Bhubaneswar, Odisha",20.1116,85.9564,45.3,2017,7,HPLC-MS,31.6,1857.6,6.12,85.7,18.5,196.2,25417089,2017
97,Curcuma longa,Turmeric,Zingiberaceae,Curcumin,Kaempferol,ar-Turmerone,Turmerin,4.9235,5.9908,2.8603,1.0774,0.23,"Bhubaneswar, Odisha",20.6891,85.7931,10.0,2005,5,HPLC-MS,27.7,1749.9,5.95,85.6,24.0,162.2,25101026,2005
98,Curcuma longa,Turmeric,Zingiberaceae,Curcumin,Quercetin,ar-Turmerone,Turmerin,3.4764,5.6844,3.0356,1.1865,0.46,"Bhubaneswar, Odisha",20.4999,85.6606,55.1,2011,6,HPLC-MS,29.7,1936.4,5.85,104.3,27.9,205.3,25022670,2011
99,Curcuma longa,Turmeric,Zingiberaceae,Curcumin,Quercetin,Zingiberene,Turmerin,3.848,5.3181,2.2646,1.3758,0.222,"Bhubaneswar, Odisha",20.5578,85.9039,10.0,2018,4,HPLC-MS,23.9,1191.3,5.91,110.7,19.1,177.4,25437713,2018
100,Withania somnifera,Ashwagandha,Solanaceae,Withanine,Kaempferol,Withanolide A,Sitoindoside VII,1.9904,3.2896,1.4128,3.1346,0.435,"Dehradun, Uttarakhand",30.4486,78.3392,882.0,2019,4,HPLC-MS,21.5,1237.2,6.23,111.1,12.6,184.1,21422503,2019
101,Withania somnifera,Ashwagandha,Solanaceae,Withanine,Catechin,Withanolide A,Sitoindoside VIII,2.2083,3.497,1.1659,2.524,0.153,"Dehradun, Uttarakhand",30.1326,77.9924,893.1,2009,4,HPLC,20.0,1324.6,6.04,112.2,30.5,167.6,21091879,2007
102,Withania somnifera,Ashwagandha,Solanaceae,Withanine,Catechin,Withanolide A,Sitoindoside VII,2.553,4.4568,1.3399,1.9182,0.344,"Dehradun, Uttarakhand",30.4904,78.7182,511.4,2007,6,UV-Vis Spectroscopy,24.0,1718.1,6.61,109.8,18.9,159.0,21299795,2006
103,Withania somnifera,Ashwagandha,Solanaceae,Isopelletierine,Catechin,Withanolide A,Sitoindoside VII,1.9551,3.0675,1.0008,2.7279,0.297,"Dehradun, Uttarakhand",30.0317,78.2992,628.8,2018,1,HPTLC,16.0,771.0,6.27,113.8,28.7,152.5,21273369,2016
104,Withania somnifera,Ashwagandha,Solanaceae,Somniferine,Catechin,Withanolide A,Sitoindoside VIII,2.2182,4.4035,1.2408,2.6249,0.148,"Dehradun, Uttarakhand",30.3806,78.3803,516.8,2005,8,UV-Vis Spectroscopy,22.6,1620.1,6.58,116.1,14.1,207.9,21090626,2005
105,Withania somnifera,Ashwagandha,Solanaceae,Isopelletierine,Catechin,Withanolide A,Sitoindoside VII,2.1939,3.9266,1.2606,2.8393,0.117,"Dehradun, Uttarakhand",30.7564,78.3527,808.0,2013,10,HPLC,20.7,1510.5,5.98,112.5,25.8,197.6,21163549,2011
106,Withania somnifera,Ashwagandha,Solanaceae,Withanine,Catechin,Withanolide A,Sitoindoside VIII,1.6556,3.0108,1.3877,2.5384,0.248,"Dehradun, Uttarakhand",30.2376,78.548,423.1,2010,12,HPLC-MS,18.2,862.1,6.28,108.0,27.6,192.6,20958011,2009
107,Withania somnifera,Ashwagandha,Solanaceae,Somniferine,Kaempferol,Withaferin A,Sitoindoside VIII,2.7133,3.9577,1.3103,2.7367,0.375,"Dehradun, Uttarakhand",30.2765,78.3963,1029.3,2009,7,HPLC,30.6,1805.3,6.37,110.6,21.2,161.7,21037617,2007
108,Withania somnifera,Ashwagandha,Solanaceae,Somniferine,Kaempferol,Withanolide A,Sitoindoside VII,1.4172,3.283,0.647,2.5192,0.343,"Dehradun, Uttarakhand",30.7847,78.4862,393.3,2007,11,UV-Vis Spectroscopy,15.8,866.0,6.25,104.7,16.5,189.3,21230093,2007
109,Withania somnifera,Ashwagandha,Solanaceae,Isopelletierine,Kaempferol,Withanolide A,Sitoindoside VII,2.2944,3.01,1.1717,3.3905,0.452,"Dehradun, Uttarakhand",30.2945,78.6192,363.0,2023,3,HPLC,18.7,924.1,6.24,94.9,17.7,191.2,21260289,2021
110,Withania somnifera,Ashwagandha,Solanaceae,Withanine,Catechin,Withaferin A,Sitoindoside VIII,2.2995,4.1602,1.4623,3.0484,0.114,"Dehradun, Uttarakhand",30.0242,78.8303,1169.6,2023,5,HPLC-MS,22.5,1689.6,6.64,119.1,30.3,221.2,21403289,2022
111,Withania somnifera,Ashwagandha,Solanaceae,Isopelletierine,Kaempferol,Withanolide A,Sitoindoside VII,2.5379,4.3745,1.5706,3.0668,0.144,"Dehradun, Uttarakhand",30.0272,78.5087,667.0,2008,6,GC-MS,27.8,2258.8,6.79,135.0,16.2,185.6,21127059,2006
112,Withania somnifera,Ashwagandha,Solanaceae,Somniferine,Catechin,Withaferin A,Sitoindoside VII,1.6872,3.1574,0.8512,2.5276,0.483,"Jodhpur, Rajasthan",26.1494,73.4415,435.0,2021,1,GC-MS,22.8,258.1,8.7,62.3,24.8,145.2,28074437,2020
113,Withania somnifera,Ashwagandha,Solanaceae,Withanine,Catechin,Withaferin A,Sitoindoside VIII,1.9907,3.9308,1.0421,2.9945,0.14,"Jodhpur, Rajasthan",26.7859,73.6539,404.4,2005,5,GC-MS,31.3,451.0,8.15,64.2,18.4,145.5,28485434,2005
114,Withania somnifera,Ashwagandha,Solanaceae,Isopelletierine,Catechin,Withaferin A,Sitoindoside VII,2.2775,4.8311,1.2522,2.3273,0.437,"Jodhpur, Rajasthan",26.7354,73.6172,409.5,2021,7,HPLC,32.3,545.1,7.65,59.1,19.9,174.7,28048372,2021
115,Withania somnifera,Ashwagandha,Solanaceae,Isopelletierine,Kaempferol,Withanolide A,Sitoindoside VII,2.2197,4.6275,1.4703,2.5682,0.261,"Jodhpur, Rajasthan",26.0568,73.5773,461.1,2021,7,HPLC,32.3,399.2,8.06,81.6,21.2,154.2,28357860,2020
116,Withania somnifera,Ashwagandha,Solanaceae,Withanine,Kaempferol,Withanolide A,Sitoindoside VII,1.5491,4.3341,1.0888,2.8429,0.208,"Jodhpur, Rajasthan",26.9109,73.6669,410.9,2013,12,UV-Vis Spectroscopy,22.4,234.8,8.17,52.6,18.5,181.9,28043598,2011
117,Withania somnifera,Ashwagandha,Solanaceae,Somniferine,Catechin,Withanolide A,Sitoindoside VIII,1.7119,3.46,1.2896,2.6984,0.358,"Jodhpur, Rajasthan",26.3571,73.7623,369.7,2017,3,GC-MS,25.8,279.9,8.23,59.2,24.9,181.4,28392160,2015
118,Withania somnifera,Ashwagandha,Solanaceae,Withanine,Catechin,Withaferin A,Sitoindoside VII,2.2077,5.0275,1.4247,2.5496,0.186,"Jodhpur, Rajasthan",26.5592,73.4582,316.2,2020,7,HPLC,28.8,520.7,7.57,57.5,8.0,121.7,28143171,2019
119,Withania somnifera,Ashwagandha,Solanaceae,Withanine,Kaempferol,Withaferin A,Sitoindoside VII,2.3814,2.7838,0.9178,1.9536,0.235,"Jodhpur, Rajasthan",26.7913,73.9807,294.3,2011,4,UV-Vis Spectroscopy,27.4,321.0,8.34,45.7,23.2,132.0,28306866,2010
120,Withania somnifera,Ashwagandha,Solanaceae,Somniferine,Kaempferol,Withanolide A,Sitoindoside VIII,2.6679,3.6817,1.3524,2.8799,0.408,"Jodhpur, Rajasthan",26.5357,73.4346,152.1,2019,6,GC-MS,35.9,526.8,7.99,56.8,15.1,160.9,28462530,2018
121,Withania somnifera,Ashwagandha,Solanaceae,Withanine,Kaempferol,Withanolide A,Sitoindoside VIII,2.2432,3.7264,1.1912,2.0585,0.384,"Jodhpur, Rajasthan",26.4287,73.5577,423.6,2011,4,GC-MS,26.9,394.0,8.58,82.6,18.9,170.6,28201333,2009
122,Withania somnifera,Ashwagandha,Solanaceae,Withanine,Catechin,Withanolide A,Sitoindoside VII,1.7471,3.1176,1.2325,3.1084,0.166,"Jodhpur, Rajasthan",26.7367,73.545,397.7,2017,12,HPLC,22.6,241.7,8.16,60.6,14.0,137.0,28405186,2015
123,Withania somnifera,Ashwagandha,Solanaceae,Somniferine,Kaempferol,Withaferin A,Sitoindoside VIII,1.9035,4.3742,1.2525,2.7206,0.172,"Jodhpur, Rajasthan",26.8369,73.6553,338.6,2019,9,GC-MS,31.1,476.9,8.33,59.9,18.9,116.2,28482907,2018
124,Withania somnifera,Ashwagandha,Solanaceae,Isopelletierine,Kaempferol,Withanolide A,Sitoindoside VIII,2.2446,4.3797,1.4314,2.5372,0.387,"Bhopal, Madhya Pradesh",23.6235,78.6867,333.2,2010,8,HPLC-MS,30.0,1530.7,6.81,94.0,17.9,147.7,32542052,2009
125,Withania somnifera,Ashwagandha,Solanaceae,Isopelletierine,Catechin,Withanolide A,Sitoindoside VII,1.7638,4.4343,1.1937,2.303,0.1,"Bhopal, Madhya Pradesh",23.7159,77.612,378.3,2022,6,UV-Vis Spectroscopy,30.0,1522.9,7.12,95.6,22.7,197.9,32619720,2022
126,Withania somnifera,Ashwagandha,Solanaceae,Withanine,Kaempferol,Withanolide A,Sitoindoside VIII,1.6143,3.6799,0.8154,3.1032,0.307,"Bhopal, Madhya Pradesh",23.7282,79.0488,340.2,2011,1,HPLC-MS,18.9,682.9,6.29,84.9,26.2,141.7,32186639,2011
127,Withania somnifera,Ashwagandha,Solanaceae,Withanine,Catechin,Withaferin A,Sitoindoside VIII,1.9589,3.9491,1.0269,2.6885,0.303,"Bhopal, Madhya Pradesh",23.2585,78.2874,508.4,2011,10,HPLC-MS,24.6,1044.6,7.08,88.5,27.6,151.0,32616043,2009
128,Withania somnifera,Ashwagandha,Solanaceae,Withanine,Catechin,Withanolide A,Sitoindoside VIII,2.059,3.5987,1.2572,2.4017,0.122,"Bhopal, Madhya Pradesh",23.6332,78.3797,422.3,2012,4,HPLC,26.6,1156.2,6.51,95.1,20.5,201.1,32352146,2011
129,Withania somnifera,Ashwagandha,Solanaceae,Withanine,Kaempferol,Withanolide A,Sitoindoside VIII,2.3101,4.94,1.2855,2.5331,0.318,"Bhopal, Madhya Pradesh",23.1738,77.6743,501.0,2019,9,HPLC,25.8,1266.9,7.14,77.3,14.0,197.3,32512919,2017
130,Withania somnifera,Ashwagandha,Solanaceae,Isopelletierine,Kaempferol,Withanolide A,Sitoindoside VII,1.1873,3.2652,1.178,3.1961,0.392,"Bhopal, Madhya Pradesh",23.9267,77.7509,489.2,2013,1,HPLC-MS,21.0,473.5,7.12,78.0,18.1,185.0,32206579,2012
131,Withania somnifera,Ashwagandha,Solanaceae,Isopelletierine,Catechin,Withaferin A,Sitoindoside VII,2.5688,4.5725,1.3067,2.236,0.381,"Bhopal, Madhya Pradesh",23.3732,78.203,409.8,2017,6,HPLC-MS,30.1,1538.9,7.03,95.5,28.4,179.9,32421700,2016
132,Withania somnifera,Ashwagandha,Solanaceae,Isopelletierine,Catechin,Withaferin A,Sitoindoside VII,2.1195,4.7482,1.4045,2.9282,0.224,"Bhopal, Madhya Pradesh",23.9333,77.9819,484.1,2008,8,GC-MS,30.7,1555.2,6.95,90.6,20.0,166.8,32340976,2006
133,Withania somnifera,Ashwagandha,Solanaceae,Isopelletierine,Catechin,Withaferin A,Sitoindoside VIII,2.0849,4.633,1.4921,2.6029,0.374,"Bhopal, Madhya Pradesh",23.708,77.8824,529.5,2011,8,HPLC-MS,30.3,1489.4,6.83,82.0,17.5,155.5,32259276,2011
134,Withania somnifera,Ashwagandha,Solanaceae,Withanine,Kaempferol,Withaferin A,Sitoindoside VIII,2.2627,4.4048,1.3506,2.0151,0.172,"Bhopal, Madhya Pradesh",23.7844,77.8703,437.8,2019,7,GC-MS,30.2,1620.2,7.14,107.4,18.2,153.5,32244729,2018
135,Withania somnifera,Ashwagandha,Solanaceae,Isopelletierine,Kaempferol,Withanolide A,Sitoindoside VII,2.5148,3.7904,0.8779,3.0168,0.357,"Bhopal, Madhya Pradesh",23.9541,77.816,401.8,2021,12,GC-MS,23.2,750.8,6.59,110.5,20.6,196.0,32287902,2020
136,Withania somnifera,Ashwagandha,Solanaceae,Withanine,Catechin,Withaferin A,Sitoindoside VII,2.0661,5.0292,1.6463,2.9068,0.333,"Pune, Maharashtra",18.2831,73.5785,745.5,2014,9,HPTLC,29.7,2222.5,6.16,89.0,27.1,205.4,26293966,2014
137,Withania somnifera,Ashwagandha,Solanaceae,Isopelletierine,Kaempferol,Withaferin A,Sitoindoside VII,2.3565,4.5436,1.2903,2.0181,0.368,"Pune, Maharashtra",18.4019,73.3629,589.0,2017,10,UV-Vis Spectroscopy,26.7,1451.3,6.71,99.7,32.5,183.3,26237832,2017
138,Withania somnifera,Ashwagandha,Solanaceae,Somniferine,Catechin,Withaferin A,Sitoindoside VIII,1.8039,3.683,0.7072,2.8726,0.395,"Pune, Maharashtra",18.6747,73.5627,665.0,2011,1,HPLC,19.5,642.9,6.64,83.8,13.4,225.5,26592926,2009
139,Withania somnifera,Ashwagandha,Solanaceae,Somniferine,Kaempferol,Withanolide A,Sitoindoside VII,2.0722,3.3222,1.2239,2.7368,0.43,"Pune, Maharashtra",18.271,73.8614,668.3,2010,11,HPLC-MS,23.2,991.2,6.59,109.7,20.7,222.1,26456236,2009
140,Withania somnifera,Ashwagandha,Solanaceae,Withanine,Kaempferol,Withanolide A,Sitoindoside VII,2.2341,3.7533,1.4973,2.6168,0.374,"Pune, Maharashtra",19.0158,73.7063,422.6,2017,4,GC-MS,23.5,1893.6,6.36,99.6,18.6,182.0,26400202,2015
141,Withania somnifera,Ashwagandha,Solanaceae,Withanine,Catechin,Withaferin A,Sitoindoside VII,2.5051,4.3081,1.3351,2.2413,0.24,"Pune, Maharashtra",18.4006,73.6663,491.5,2014,7,GC-MS,29.8,2494.3,6.24,94.1,24.8,211.2,26293194,2012
142,Withania somnifera,Ashwagandha,Solanaceae,Somniferine,Kaempferol,Withanolide A,Sitoindoside VIII,1.5897,3.9636,1.102,3.5382,0.166,"Pune, Maharashtra",18.1724,74.2843,610.6,2021,12,HPLC,22.3,1204.1,7.12,86.4,24.4,181.5,26603054,2020
143,Withania somnifera,Ashwagandha,Solanaceae,Withanine,Catechin,Withaferin A,Sitoindoside VIII,2.573,3.8768,0.6671,3.0923,0.448,"Pune, Maharashtra",18.4157,73.9775,522.0,2008,2,HPLC-MS,21.2,1531.7,6.63,83.5,19.2,220.4,26632528,2008
144,Withania somnifera,Ashwagandha,Solanaceae,Isopelletierine,Catechin,Withanolide A,Sitoindoside VII,2.2607,3.7096,1.2175,3.0597,0.375,"Pune, Maharashtra",18.8166,74.0147,821.9,2017,1,GC-MS,22.1,979.5,6.61,99.5,16.9,200.6,26270162,2015
145,Withania somnifera,Ashwagandha,Solanaceae,Isopelletierine,Kaempferol,Withaferin A,Sitoindoside VIII,2.0673,4.454,1.3447,3.1191,0.292,"Pune, Maharashtra",18.5842,74.3776,637.2,2020,9,UV-Vis Spectroscopy,29.1,1570.2,6.44,97.1,29.2,206.7,26573373,2019
146,Withania somnifera,Ashwagandha,Solanaceae,Isopelletierine,Kaempferol,Withanolide A,Sitoindoside VII,2.3459,4.031,0.8289,2.5457,0.252,"Pune, Maharashtra",18.3628,74.0216,525.1,2019,12,GC-MS,22.2,1101.0,6.74,65.0,18.2,198.1,26616765,2017
147,Withania somnifera,Ashwagandha,Solanaceae,Withanine,Catechin,Withanolide A,Sitoindoside VIII,2.4422,4.2738,1.411,2.8384,0.456,"Pune, Maharashtra",18.5947,73.9417,744.6,2006,8,UV-Vis Spectroscopy,28.2,2097.1,6.52,105.5,29.3,214.1,26357862,2005
148,Withania somnifera,Ashwagandha,Solanaceae,Isopelletierine,Kaempferol,Withaferin A,Sitoindoside VIII,1.9736,3.2626,1.0453,2.1638,0.303,"Ahmedabad, Gujarat",23.4579,72.7068,60.9,2007,5,GC-MS,30.7,667.2,8.06,83.3,17.5,135.7,32084285,2006
149,Withania somnifera,Ashwagandha,Solanaceae,Isopelletierine,Catechin,Withaferin A,Sitoindoside VIII,2.3907,4.5744,1.141,2.618,0.38,"Ahmedabad, Gujarat",22.7277,73.0558,75.5,2021,6,HPLC-MS,32.9,874.4,7.66,60.2,21.7,185.9,32103365,2020
150,Withania somnifera,Ashwagandha,Solanaceae,Isopelletierine,Catechin,Withaferin A,Sitoindoside VII,2.1101,4.0146,1.2705,2.4646,0.5,"Ahmedabad, Gujarat",23.1585,72.2974,10.0,2005,5,UV-Vis Spectroscopy,29.0,678.0,7.34,70.8,11.8,183.3,32509079,2005
151,Withania somnifera,Ashwagandha,Solanaceae,Isopelletierine,Catechin,Withaferin A,Sitoindoside VII,2.2924,3.2026,1.1877,3.3191,0.475,"Ahmedabad, Gujarat",23.3484,72.3566,68.4,2017,11,HPLC,25.0,372.5,7.43,69.5,17.3,166.7,32494635,2015
152,Withania somnifera,Ashwagandha,Solanaceae,Isopelletierine,Catechin,Withanolide A,Sitoindoside VII,2.0147,4.8087,1.5069,2.301,0.36,"Ahmedabad, Gujarat",23.1889,72.0746,10.0,2023,9,HPLC-MS,29.8,612.4,7.77,84.0,19.2,138.6,32361734,2022
153,Withania somnifera,Ashwagandha,Solanaceae,Somniferine,Kaempferol,Withaferin A,Sitoindoside VII,1.9546,3.8022,1.062,2.6892,0.479,"Ahmedabad, Gujarat",23.1877,72.8656,20.4,2015,2,HPLC,22.9,421.3,7.39,63.8,18.8,163.6,32207170,2015
154,Withania somnifera,Ashwagandha,Solanaceae,Somniferine,Kaempferol,Withanolide A,Sitoindoside VIII,2.2755,4.5353,1.3759,2.6742,0.121,"Ahmedabad, Gujarat",23.3835,72.6507,30.0,2005,7,HPTLC,31.7,703.9,8.07,64.4,19.2,174.4,32334301,2005
155,Withania somnifera,Ashwagandha,Solanaceae,Isopelletierine,Catechin,Withaferin A,Sitoindoside VIII,2.1772,3.9172,1.2214,2.9316,0.274,"Ahmedabad, Gujarat",22.9778,72.4645,59.8,2020,11,UV-Vis Spectroscopy,23.4,459.2,7.4,68.0,19.1,142.1,32395141,2018
156,Withania somnifera,Ashwagandha,Solanaceae,Withanine,Kaempferol,Withaferin A,Sitoindoside VIII,2.0215,2.8439,1.1193,2.6646,0.419,"Ahmedabad, Gujarat",23.1364,73.091,10.0,2014,3,HPTLC,26.7,448.9,7.14,66.4,14.6,159.2,32245597,2012
157,Withania somnifera,Ashwagandha,Solanaceae,Somniferine,Catechin,Withaferin A,Sitoindoside VIII,1.6799,3.3972,0.853,3.0692,0.225,"Ahmedabad, Gujarat",22.639,72.2874,25.6,2011,12,HPLC,22.1,447.1,7.16,65.4,19.7,177.6,32242555,2010
158,Withania somnifera,Ashwagandha,Solanaceae,Somniferine,Catechin,Withanolide A,Sitoindoside VIII,1.7407,4.6855,1.5054,2.7624,0.297,"Ahmedabad, Gujarat",22.4642,72.5518,101.8,2014,9,HPTLC,28.0,707.5,7.16,63.9,21.1,119.2,32258494,2014
159,Withania somnifera,Ashwagandha,Solanaceae,Isopelletierine,Kaempferol,Withaferin A,Sitoindoside VIII,2.3541,4.2028,1.5408,2.2403,0.442,"Ahmedabad, Gujarat",23.3741,72.5814,97.6,2022,7,HPLC-MS,31.5,737.2,8.01,81.1,18.2,194.6,32159398,2021
160,Withania somnifera,Ashwagandha,Solanaceae,Withanine,Kaempferol,Withaferin A,Sitoindoside VII,2.2815,4.845,1.47,2.9541,0.201,"Tirupati, Andhra Pradesh",13.8886,78.6278,274.6,2020,6,HPTLC,34.4,1283.2,6.39,91.2,15.5,186.0,29517801,2020
161,Withania somnifera,Ashwagandha,Solanaceae,Isopelletierine,Catechin,Withanolide A,Sitoindoside VII,1.8161,4.5556,1.2002,2.6276,0.381,"Tirupati, Andhra Pradesh",14.3438,80.0802,449.4,2017,10,HPLC,28.8,848.6,7.37,72.4,21.3,128.3,29612379,2017
162,Withania somnifera,Ashwagandha,Solanaceae,Isopelletierine,Catechin,Withanolide A,Sitoindoside VIII,1.9901,4.9492,1.3535,3.1313,0.441,"Tirupati, Andhra Pradesh",13.3801,79.8116,360.7,2021,7,HPLC,32.7,1224.7,6.94,102.2,24.7,185.0,29249288,2021
163,Withania somnifera,Ashwagandha,Solanaceae,Withanine,Kaempferol,Withanolide A,Sitoindoside VIII,2.1323,3.7547,1.0263,2.5114,0.213,"Tirupati, Andhra Pradesh",13.7948,79.6272,235.2,2016,1,HPLC,21.3,502.2,7.03,90.6,26.8,208.2,29231666,2016
164,Withania somnifera,Ashwagandha,Solanaceae,Somniferine,Catechin,Withaferin A,Sitoindoside VIII,1.738,3.6248,1.1882,3.3007,0.132,"Tirupati, Andhra Pradesh",13.2828,78.898,234.3,2023,2,UV-Vis Spectroscopy,24.4,565.1,7.21,62.5,13.1,192.9,29153485,2022
165,Withania somnifera,Ashwagandha,Solanaceae,Somniferine,Catechin,Withanolide A,Sitoindoside VIII,1.9376,4.299,1.0384,2.6298,0.403,"Tirupati, Andhra Pradesh",13.1082,79.2823,399.7,2016,8,HPLC,31.6,1107.9,7.21,74.3,16.8,186.0,29235055,2014
166,Withania somnifera,Ashwagandha,Solanaceae,Somniferine,Catechin,Withaferin A,Sitoindoside VII,2.0217,3.2713,1.2003,2.957,0.373,"Tirupati, Andhra Pradesh",13.8176,79.5906,188.3,2019,2,HPLC-MS,23.1,633.3,6.76,92.1,15.9,163.6,29483339,2018
167,Withania somnifera,Ashwagandha,Solanaceae,Withanine,Catechin,Withanolide A,Sitoindoside VIII,1.2152,3.1177,0.923,2.836,0.334,"Tirupati, Andhra Pradesh",13.8327,79.8116,119.4,2010,1,HPTLC,25.1,494.3,6.92,102.8,20.1,197.9,29148453,2010
168,Withania somnifera,Ashwagandha,Solanaceae,Isopelletierine,Catechin,Withaferin A,Sitoindoside VII,1.3523,3.3565,1.2004,2.7423,0.158,"Tirupati, Andhra Pradesh",13.6505,79.4967,277.7,2006,1,GC-MS,24.3,626.7,6.89,85.7,20.5,177.6,29473314,2005
169,Withania somnifera,Ashwagandha,Solanaceae,Somniferine,Catechin,Withaferin A,Sitoindoside VII,2.146,4.0393,1.5265,2.442,0.405,"Tirupati, Andhra Pradesh",13.1485,79.4378,303.0,2014,6,HPLC,32.6,1139.2,7.13,74.1,21.1,171.6,29369849,2013
170,Withania somnifera,Ashwagandha,Solanaceae,Isopelletierine,Catechin,Withanolide A,Sitoindoside VII,1.8228,3.6415,0.9535,2.9266,0.365,"Tirupati, Andhra Pradesh",13.8506,79.1856,389.7,2007,12,GC-MS,24.2,723.6,6.99,73.8,13.3,163.8,29151573,2005
171,Withania somnifera,Ashwagandha,Solanaceae,Isopelletierine,Kaempferol,Withaferin A,Sitoindoside VIII,1.6116,4.0117,1.2401,2.9215,0.188,"Tirupati, Andhra Pradesh",13.5351,79.2109,81.5,2020,12,HPLC-MS,25.4,585.7,7.36,63.5,15.5,164.2,29321256,2020
172,Withania somnifera,Ashwagandha,Solanaceae,Somniferine,Catechin,Withaferin A,Sitoindoside VII,2.2246,4.1239,1.2303,2.7612,0.103,"Chandigarh, Punjab",30.5262,77.3353,328.1,2007,6,HPLC,27.0,788.9,6.82,77.0,16.3,155.3,34407440,2007
173,Withania somnifera,Ashwagandha,Solanaceae,Isopelletierine,Catechin,Withaferin A,Sitoindoside VIII,2.5259,4.93,1.5246,2.2488,0.276,"Chandigarh, Punjab",30.8063,76.6684,177.8,2019,8,UV-Vis Spectroscopy,28.4,746.4,7.61,83.3,23.0,178.1,34486129,2018
174,Withania somnifera,Ashwagandha,Solanaceae,Somniferine,Catechin,Withaferin A,Sitoindoside VIII,1.927,3.3441,1.3091,2.8326,0.422,"Chandigarh, Punjab",30.5083,76.6869,271.6,2015,11,HPLC-MS,21.2,410.2,6.97,77.5,21.0,194.0,34384855,2013
175,Withania somnifera,Ashwagandha,Solanaceae,Withanine,Kaempferol,Withanolide A,Sitoindoside VIII,2.1716,4.4741,1.3128,2.4372,0.21,"Chandigarh, Punjab",30.5562,76.7125,351.8,2017,7,HPLC-MS,28.2,883.8,7.35,77.9,21.5,176.7,34034683,2016
176,Withania somnifera,Ashwagandha,Solanaceae,Somniferine,Catechin,Withaferin A,Sitoindoside VIII,2.2556,3.8408,1.4983,2.3152,0.121,"Chandigarh, Punjab",30.7187,76.4741,366.7,2011,7,HPLC,28.1,914.9,7.86,81.8,19.0,188.1,34110787,2009
177,Withania somnifera,Ashwagandha,Solanaceae,Somniferine,Catechin,Withanolide A,Sitoindoside VII,2.1813,2.9845,0.8988,2.4721,0.357,"Chandigarh, Punjab",29.8579,76.6676,268.1,2018,4,HPLC,21.6,640.2,7.14,92.3,25.6,171.6,34321414,2016
178,Withania somnifera,Ashwagandha,Solanaceae,Isopelletierine,Kaempferol,Withaferin A,Sitoindoside VII,2.3829,4.4295,1.2343,1.7066,0.303,"Chandigarh, Punjab",30.7774,76.937,303.7,2019,4,HPLC,25.3,646.4,7.37,89.3,17.2,177.2,34335260,2019
179,Withania somnifera,Ashwagandha,Solanaceae,Somniferine,Catechin,Withanolide A,Sitoindoside VIII,2.16,4.6998,1.3386,2.3691,0.373,"Chandigarh, Punjab",30.62,77.2293,425.7,2021,7,GC-MS,27.6,923.0,7.63,87.7,28.4,156.0,33998139,2021
180,Withania somnifera,Ashwagandha,Solanaceae,Somniferine,Kaempferol,Withaferin A,Sitoindoside VII,2.145,3.549,0.9631,2.2969,0.105,"Chandigarh, Punjab",30.9984,76.2639,411.4,2010,12,HPLC,18.6,476.3,7.18,94.1,28.9,188.9,34016197,2009
